Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value
CUST_21082,33,male,Real Estate & Construction,Pune,105700,1268400,2,Living with Parents,6060000,1200,Suburbs,24.2,Investment,No,>3 years,Magicbricks / Real Estate Portal,2024-02-11,yes,No,0,No,0.0503,Low,nan,0
CUST_10486,57,Male,IT Sector,Mumbai,"₹377,700",4532400,2,Rented,2.22 Cr,3000,Suburbs,15.9,Self-use,Yes,1-3 years,Google & Social Media Ads,27/01/2025,Yes,1,N,No,0.1928,Low,Yes,22070000
CUST_20281,36,Male,IT & Software,,38400,460800,3,Owned Flat/House,2000000,1000,City Centre,nan,Self-use,Yes,0-6 months,Print / Newspaper Ad,09-05-2024,Yes,Yes,Yes,yes,0.99,High,Yes,1890000
CUST_21927,35,Female,Self-Employed / Business,Gurugram,516500,6198000,4,Living with Parents,19570000,3000,Suburbs,15.6 km,Investment,No,>3 years,Channel Partner / Broker,11-19-2024,1,no,No,No,0.0368,Low,Yes,19200000
CUST_14758,47,male,IT & Software,Chennai,1.39 Lakh/pm,1662000,3,Rented,4640000,1500 sq.ft,Suburbs,17.9,Self-use,Yes,1-3 years,Google & Social Media Ads,2024-03-14,No,No,no,No,0.1127,Low,No,0
CUST_10192,28,Male,BFSI & Banking,Hyderabad,93100,1117200,3,Rented,"4,730,000",1500,Periphery / Growth Corridor,37.6,Self-use,1,6-12 months,Magicbricks / Real Estate Portal,02/02/2025,No,Yes,No,No,0.1732,Low,No,0
CUST_10406,25,M,Banking,Ahmedabad,"94,200",1130400,2,Living with Parents,4140000,1500 Sq Ft,City Centre,4.7,Investment,Yes,>3 years,Google & Social Media Ads,2025-02-17,No,Yes,N,No,0.1244,Low,No,0
CUST_19940,59,Female,IT Sector,Bengaluru,186700,2240400,6,Owned Flat/House,"INR 10,100,000",2400,Within City Limits,nan,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,15/04/2025,Yes,Yes,Yes,Yes,0.9876,High,Yes,9600000
CUST_17852,37,Male,Self-Employed / Business,Mumbai,,2070000,3,Owned Flat/House,5690000,1800 sq.ft,periphery / growth corridor,37.9,Self-use,Yes,0-6 months,Channel Partner / Broker,19/05/2025,No,Yes,No,Yes,0.972,High,Y,5610000
CUST_17927,38,Male,Manufacturing & Engg,Bengaluru,0.66 Lakh/pm,788400,4,Owned Flat/House,3370000,900,Periphery / Growth Corridor,40.3 km,Investment,Yes,0-6 months,Direct Walk-in / Exhibition,2025-03-11,Yes,No,0,No,0.2791,Low,Yes,3310000
CUST_11070,38,Female,Self-Employed / Business,Pune,231600,2779200,4,Rented,"INR 12,640,000",1500,Within City Limits,14.0,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,21/03/2025,no,No,No,No,0.033,Low,No,0
CUST_12226,36,Male,IT & Software,Kolkata,211200,2534400,4,Owned Flat/House,10900000,166 sq.yd,periphery / growth corridor,38.8,Investment,Y,1-3 years,Google & Social Media Ads,06-03-2025,1,No,no,N,0.0892,Low,No,0
CUST_17729,38,Male,BFSI & Banking,Chennai,39300,471600,4,Rented,20.0 Lakh,900,Suburbs,29.9,Self-use,Y,0-6 months,Google & Social Media Ads,15-Jan-2024,Yes,Yes,N,N,0.7688,High,Yes,1980000
CUST_18069,27,Male,Government,Hyderabad,"28,000",336000,2,Living with Parents,"2,000,000",1200,Periphery / Growth Corridor,31.9 km,Self-use,1,6-12 months,Google & Social Media Ads,2025-03-11,No,Yes,No,No,0.4683,Medium,Y,1990000
CUST_18401,36,Male,IT & Software,Gurugram,"109,600",1315200,4,Rented,3800000,1200 sq.ft,nan,25.5,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,15/04/2024,No,Yes,no,0,0.3261,Low,No,0
CUST_15726,36,Male,BFSI & Banking,Hyderabad,0.28 Lakh/pm,336000,3,Rented,2000000,1000 Sq Ft,within city limits,12.5,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2025-05-09,no,Y,No,No,0.1643,Low,No,0
CUST_18226,36,M,Manufacturing & Engg,Pune,"100,600",1207200,3,Living with Parents,47.0 Lakh,1000,Suburbs,24.1,Investment,yes,0-6 months,Magicbricks / Real Estate Portal,2024-07-26,0,No,N,No,0.4348,Medium,No,0
CUST_19185,44,female,Healthcare & Doctor,Mumbai,99800,1197600,6,Living with Parents,3770000,900,Within City Limits,16.3,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-06-04,Yes,No,No,0,0.4042,Medium,no,0
CUST_19311,37,Female,Self-Employed / Business,Hyderabad,"87,400",1048800,4,Owned Flat/House,"INR 4,680,000",1500,Periphery / Growth Corridor,41.1,Investment,Y,0-6 months,Google & Social Media Ads,01-01-2025,0,No,No,No,0.3405,Low,N,0
CUST_20630,,Male,Self-Employed / Business,Gurugram,113200,1358400,6,Rented,"INR 3,680,000",900,Periphery / Growth Corridor,41.1,Self-use,Yes,1-3 years,Google & Social Media Ads,08-28-2024,No,No,No,No,0.1286,Low,No,0
CUST_13416,39,Male,Manufacturing & Engg,GURUGRAM,1.28 Lakh/pm,1542000,4,Rented,"5,080,000",1800,Within City Limits,14.6,Self-use,yes,>3 years,Magicbricks / Real Estate Portal,11-Dec-2024,Y,Yes,Yes,No,0.5848,Medium,Yes,4880000
CUST_18997,25,Male,Retail & Commerce,Ahmedabad,"₹47,100",565200,1,Rented,2320000,Any,Suburbs,26.8,Self-use,1,6-12 months,Channel Partner / Broker,2024-11-08,N,Yes,Y,no,0.6834,High,Yes,2250000
CUST_12297,38,Female,Manufacturing & Engg,Bengaluru,102300,1227600,4,Rented,3560000,600,City Centre,8.8,Investment,Yes,>3 years,Channel Partner / Broker,26/02/2024,No,No,No,No,0.0281,Low,No,0
CUST_13088,31,Male,Retail & Commerce,Mumbai,56600,679200,5,Rented,30.5 Lakh,1000,Suburbs,18.7,Self-use,Yes,0-6 months,Google & Social Media Ads,14/12/2024,yes,Yes,Yes,No,0.8382,High,Yes,2900000
CUST_15532,35,Female,Healthcare,NOIDA,91700,1100400,3,Rented,4820000,1200,suburbs,28.0,Self-use,Y,6-12 months,Google & Social Media Ads,2025-01-08,No,nan,No,No,0.376,Medium,No,0
CUST_18560,37,Male,Government & PSU,Noida,132500,1590000,4,Living with Parents,5720000,1800 Sq Ft,Periphery / Growth Corridor,36.7,Self-use,Yes,>3 years,Google & Social Media Ads,15/01/2025,Y,No,No,No,0.1088,Low,0,0
CUST_16290,53,Male,IT & Software,Bengaluru,346700,4160400,3,Owned Flat/House,1.29 Cr,2400,suburbs,28.2,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,10-Feb-2024,Yes,No,No,no,0.2336,Low,Yes,12840000
CUST_12291,34,Male,BFSI & Banking,Gurugram,"₹42,800",513600,2,Owned Flat/House,20.0 Lakh,900,Suburbs,23.4,Self-use,Yes,0-6 months,Print / Newspaper Ad,10-Jan-2024,Yes,yes,yes,N,0.963,High,Yes,1900000
CUST_10004,67,Female,Healthcare & Doctor,Bengaluru,808100,9697200,3,Owned Flat/House,42740000,2400 sq.ft,Any,28.7,Investment,Yes,0-6 months,Channel Partner / Broker,27/08/2024,Yes,Y,1,Y,0.99,High,Yes,41880000
CUST_13393,19,Male,Government & PSU,Delhi,61400,736800,2,Living with Parents,2810000,900,Within City Limits,8.1,Self-use,yes,0-6 months,Magicbricks / Real Estate Portal,16-Apr-2024,Yes,Yes,Y,0,0.9058,High,1,2710000
CUST_17884,42,Male,Healthcare,Bengaluru,224800,2697600,3,Rented,"INR 7,490,000",1800 Sq Ft,Periphery / Growth Corridor,38.4,Self-use,Yes,1-3 years,Google & Social Media Ads,13/03/2024,No,Yes,No,N,0.2646,Low,Yes,7390000
CUST_21895,42,Male,Education & Academic,Bengaluru,57600,691200,4,Rented,2000000,100 sq.yd,Suburbs,29.0,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,02-10-2025,No,yes,N,No,0.6258,Medium,no,0
CUST_15153,29,Male,None,bengaluru,"₹132,300",1587600,3,Owned Flat/House,"INR 7,810,000",1000,city centre,5.4 km,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-08-16,No,No,No,No,0.289,Low,Yes,7810000
CUST_11802,?,Male,IT & Software,Bengaluru,"₹91,600",1099200,5,Owned Flat/House,3380000,1200,Suburbs,22.8,Investment,Yes,0-6 months,Google & Social Media Ads,2024-12-08,Yes,no,No,No,0.415,Medium,No,0
CUST_17760,55,Male,Retail & Commerce,Mumbai,181200,2174400,2,Rented,7520000,1200,Suburbs,26.6,Self-use,Y,1-3 years,Google & Social Media Ads,2024-07-10,No,No,No,No,0.0815,Low,No,0
CUST_10790,48,F,Self-Employed / Business,bengaluru,228400,2740800,3,Living with Parents,"9,020,000",1800 Sq Ft,Suburbs,18.0,Investment,Y,6-12 months,Channel Partner / Broker,27/01/2025,Yes,No,No,No,0.1977,Low,No,0
CUST_15479,45,nan,bfsi,Bangalore,233000,2796000,4,Owned Flat/House,8150000,2400,Within City Limits,10.1,Investment,yes,0-6 months,Print / Newspaper Ad,02-28-2025,Yes,no,N,No,0.522,Medium,Yes,7920000
CUST_19602,42,Male,IT & Software,Bengaluru,1.31 Lakh/pm,1572000,3,Living with Parents,6960000,1200,within city limits,17.2,Self-use,Yes,6-12 months,Channel Partner / Broker,2024-09-15,yes,Yes,Y,N,0.7684,High,No,0
CUST_14231,66,Female,Healthcare & Doctor,Bengaluru,416200,4994400,3,Owned Flat/House,"INR 14,810,000",2400,Periphery / Growth Corridor,34.9,Investment,yes,>3 years,Channel Partner / Broker,21/09/2024,No,No,No,no,0.0252,Low,N,0
CUST_15672,25,Female,Self-Employed / Business,Bengaluru,"28,000",336000,4,Rented,2000000,1200,Suburbs,29.6,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,20-Aug-2024,None,No,0,0,0.067,Low,No,0
CUST_11610,27,Male,Tech / Software,Chennai,54600,655200,4,Rented,22.9 Lakh,900,Periphery / Growth Corridor,,Self-use,Yes,0-6 months,Direct Walk-in / Exhibition,2024-10-30,No,No,N,no,0.3076,Low,No,0
CUST_19809,35,M,it / software,Ahmedabad,82100,985200,6,Owned Flat/House,Not Disclosed,200 sq.yd,Periphery / Growth Corridor,43.0,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-12-03,N,No,no,No,0.4068,Medium,Yes,4770000
CUST_18693,37,Male,Healthcare & Doctor,NA,135400,1624800,5,Living with Parents,78.3 Lakh,1200,Suburbs,17.5,Self-use,No,6-12 months,Google & Social Media Ads,10/03/2025,No,Yes,No,No,0.4292,Medium,None,0
CUST_17045,21,Male,Unknown,Mumbai,34300,411600,2,Living with Parents,2060000,1000,Suburbs,20.0,Self-use,Yes,1-3 years,Channel Partner / Broker,2024-06-23,Y,No,No,no,0.0999,Low,No,0
CUST_13354,36,Male,Government & PSU,Delhi NCR,0.38 Lakh/pm,456000,3,Rented,"2,000,000",1200 sq.ft,Suburbs,26.2 km,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,2025-03-15,Yes,No,no,No,0.199,Low,No,0
CUST_17988,30,Female,Manufacturing & Engg,Hyderabad,"₹115,100",1381200,3,Owned Flat/House,"INR 4,040,000",1000,Suburbs,24.5,Self-use,Yes,>3 years,Channel Partner / Broker,2024-06-10,No,No,No,No,0.0448,Low,N,0
CUST_17907,-46,Female,IT & Software,Hyderabad,1.75 Lakh/pm,2096400,4,Rented,8740000,1500,City Centre,2.7,Self-use,Yes,6-12 months,Google & Social Media Ads,2024-10-14,No,No,No,No,0.1757,Low,No,0
CUST_19327,30,Male,bfsi,Bengaluru,"₹55,100",661200,3,Rented,2890000,900,Periphery / Growth Corridor,40.0,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,21/02/2025,Yes,Yes,?,yes,0.9886,High,Yes,2720000
CUST_20654,34,M,Education & Academic,Hyderabad,78100,937200,3,Rented,"INR 3,480,000",900,Periphery / Growth Corridor,26.4,Self-use,Y,>3 years,Magicbricks / Real Estate Portal,2024-02-06,No,No,No,No,0.045,Low,0,0
CUST_12003,40,Male,BFSI & Banking,Hyderabad,"₹105,100",1261200,4,Owned Flat/House,"3,710,000",900,Suburbs,21.4,Investment,Y,1-3 years,Magicbricks / Real Estate Portal,2024-01-31,Yes,yes,No,N,0.3353,Low,Yes,3610000
CUST_20656,34,F,IT & Software,Mumbai,170000,2040000,3,Owned Flat/House,7210000,1000,City Centre,2.8,Self-use,Yes,6-12 months,Google & Social Media Ads,2024-05-22,No,No,N,0,0.2879,Low,Yes,7050000
CUST_19324,41,M,IT & Software,Noida,"₹74,600",895200,3,Living with Parents,2390000,1200 Sq Ft,null,9.1,Self-use,Yes,>3 years,Channel Partner / Broker,05/01/2025,No,No,No,no,0.0258,Low,No,0
CUST_15379,30,M,Self-Employed / Business,Kolkata,NA,436800,4,Rented,nan,1000,Periphery / Growth Corridor,41.5,Investment,No,1-3 years,Magicbricks / Real Estate Portal,2024-09-04,No,Yes,Yes,None,0.963,High,Yes,1920000
CUST_17167,41,Male,IT & Software,Noida,335600,4027200,5,Owned Flat/House,15280000,4000,Periphery / Growth Corridor,37.6,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-09-14,N,Y,Yes,yes,0.99,High,nan,14650000
CUST_15398,30,F,Government,BLR,?,585600,4,Owned Flat/House,"INR 2,760,000",600,Suburbs,21.6,Investment,1,6-12 months,Magicbricks / Real Estate Portal,04-28-2024,No,Yes,No,No,0.3131,Low,N,0
CUST_12279,37,Female,IT,Gurugram,"₹82,500",990000,3,Owned Flat/House,2850000,1200,Periphery / Growth Corridor,34.2,Self-use,Yes,1-3 years,Channel Partner / Broker,29-May-2024,Yes,No,No,No,0.1311,Low,No,0
CUST_15496,32,Male,BFSI & Banking,mumbai,1.44 Lakh/pm,1723200,2,Rented,"INR 5,310,000",1000,Within City Limits,17.2,Investment,Yes,0-6 months,Print / Newspaper Ad,2024-07-19,No,yes,Yes,1,0.99,High,1,5060000
CUST_19475,37,male,IT & Software,Pune,"₹45,000",540000,4,Owned Flat/House,2540000,900,Any,12.4,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-10-14,Y,No,No,0,0.0628,Low,N,0
CUST_11978,48,Male,Business,Gurugram,408300,4899600,4,Rented,17570000,2400 Sq Ft,City Centre,4.1,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-12-04,no,No,No,No,0.0607,Low,No,0
CUST_10868,44,Male,PSU Employee,MUMBAI,110600,1327200,4,Rented,4490000,1200,Within City Limits,9.7,Investment,yes,6-12 months,Google & Social Media Ads,2025-03-08,No,None,No,nan,0.446,Medium,Yes,4410000
CUST_16674,33,Male,Manufacturing & Engg,Hyderabad,"₹28,000",336000,3,Living with Parents,20.0 Lakh,1200,Periphery / Growth Corridor,46.0,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-11-11,1,No,No,No,0.0537,Low,No,0
CUST_18141,54,Male,Self-Employed / Business,Bengaluru,"₹100,700",1208400,3,Owned Flat/House,"INR 4,230,000",1800,Suburbs,17.4,Self-use,Yes,0-6 months,Channel Partner / Broker,11-Jun-2025,Yes,Yes,Yes,nan,0.99,High,yes,4030000
CUST_12024,26,Male,Government & PSU,Hyderabad,45100,541200,2,Living with Parents,2000000,1200,periphery / growth corridor,29.8,Investment,No,0-6 months,Magicbricks / Real Estate Portal,2024-10-31,yes,No,No,No,0.1912,Low,No,0
CUST_17004,27,Male,Retail & Commerce,Noida,263000,3156000,2,Living with Parents,"13,700,000",2400 sq.ft,Within City Limits,9.3 km,Investment,Y,1-3 years,Magicbricks / Real Estate Portal,05-18-2025,N,N,No,No,0.0562,Low,No,0
CUST_17511,N/A,Male,it / software,Bengaluru,"68,000",816000,4,Rented,"3,570,000",1000 sq.ft,Suburbs,18.4,Investment,No,1-3 years,Magicbricks / Real Estate Portal,18/02/2025,No,no,?,No,0.0451,Low,N,0
CUST_17805,31,Male,Manufacturing & Engg,Noida,72600,871200,3,Rented,"4,350,000",1500 sq.ft,Suburbs,21.0,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,2024-01-19,Yes,No,No,N,0.0396,Low,N,0
CUST_19920,36,Female,IT & Software,Pune,?,380400,4,Rented,2000000,111 sq.yd,Suburbs,21.8,Self-use,Y,0-6 months,Channel Partner / Broker,18/03/2025,Yes,Yes,0,No,0.6721,High,Yes,1970000
CUST_18434,67,Male,IT & Software,Pune,203600,2443200,4,Rented,74.8 Lakh,1500,Periphery / Growth Corridor,30.9,Self-use,No,1-3 years,Magicbricks / Real Estate Portal,2025-02-02,No,No,No,No,0.0315,Low,No,0
CUST_16512,42,Female,Manufacturing & Engg,Delhi,160000,1920000,3,Rented,9100000,1800,Periphery / Growth Corridor,26.1 km,Investment,Y,0-6 months,Magicbricks / Real Estate Portal,25/07/2024,No,No,No,N,0.2439,Low,No,0
CUST_20106,29,Female,Manufacturing & Engg,Pune,88400,1060800,3,Rented,2980000,600 sq.ft,Within City Limits,8.4,Self-use,Yes,0-6 months,Channel Partner / Broker,2025-04-27,No,Yes,yes,Yes,0.99,High,Yes,2880000
CUST_11648,61,M,IT & Software,Ahmedabad,158800,1905600,4,Rented,"INR 5,230,000",1200,City Centre,4.3,Investment,no,1-3 years,Channel Partner / Broker,03-18-2024,no,no,None,No,0.0658,Low,No,0
CUST_13433,25,M,Govt,Bengaluru,0.28 Lakh/pm,336000,2,Rented,"INR 2,000,000",900 Sq Ft,Suburbs,17.7,Self-use,Y,>3 years,Magicbricks / Real Estate Portal,30/07/2024,No,no,No,No,0.0259,Low,No,0
CUST_20198,41,Male,it / software,DELHI,"₹194,600",2335200,3,Rented,10260000,1800,Suburbs,19.6,Self-use,No,6-12 months,Google & Social Media Ads,2024-06-28,Yes,No,0,No,0.1961,Low,No,0
CUST_17444,36,Male,Government,Ahmedabad,1.54 Lakh/pm,1849200,4,Living with Parents,8980000,1500,City Centre,2.9,Self-use,yes,6-12 months,Google & Social Media Ads,2025-02-02,Yes,No,No,No,0.1494,Low,0,0
CUST_21285,40,Male,business owner,Kolkata,292800,3513600,5,Rented,"17,300,000",4000,periphery / growth corridor,28.0,Self-use,yes,0-6 months,Channel Partner / Broker,28/08/2024,No,Yes,N,No,0.6658,High,Yes,17170000
CUST_19087,44,Male,IT & Software,Hyderabad,"101,600",1219200,4,Rented,nan,1800,Suburbs,27.0,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,11/03/2024,No,No,no,No,0.0989,Low,No,0
CUST_13587,40,Male,IT & Software,Hyderabad,"₹76,800",921600,5,Owned Flat/House,"INR 3,560,000",900,Periphery / Growth Corridor,30.6,Self-use,yes,0-6 months,Google & Social Media Ads,02-05-2025,No,No,No,No,0.4566,Medium,Yes,3480000
CUST_18135,28,Male,Manufacturing & Engg,Delhi,51800,621600,3,Rented,28.5 Lakh,1000,Periphery / Growth Corridor,44.9,Investment,Y,1-3 years,Magicbricks / Real Estate Portal,2025-06-19,No,No,No,No,0.0477,Low,No,0
CUST_12397,23,Male,Tech / Software,gurgaon,92600,1111200,1,Rented,5300000,1200,Suburbs,16.3,Self-use,Yes,1-3 years,Direct Walk-in / Exhibition,08-01-2024,No,Yes,No,N,0.1186,Low,No,0
CUST_18597,35,Female,Unknown,Bengaluru,2.06 Lakh/pm,2474400,4,Living with Parents,"INR 7,270,000",1000,Periphery / Growth Corridor,41.6,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,2025-03-18,no,no,N,0,0.0705,Low,0,0
CUST_13719,26,male,None,Delhi,"28,000",336000,4,Living with Parents,"INR 2,000,000",1000 sq.ft,suburbs,18.9,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,03/03/2024,Yes,No,No,No,0.0821,Low,No,0
CUST_13487,49,Male,IT & Software,Gurgaon,358800,4305600,5,Rented,12650000,nan,Periphery / Growth Corridor,39.1,Investment,yes,6-12 months,Channel Partner / Broker,07-09-2024,yes,Yes,No,N,0.5102,Medium,Yes,12500000
CUST_21656,54,Male,Software Engineer,Ahmedabad,282500,3390000,3,Rented,"10,910,000",1800,Periphery / Growth Corridor,42.6,Investment,Yes,6-12 months,Direct Walk-in / Exhibition,12/09/2024,No,Yes,No,No,0.5049,Medium,Yes,10780000
CUST_11497,40,Male,IT & Software,Noida,141700,1700400,3,Living with Parents,6730000,1200 Sq Ft,Within City Limits,16.7,Investment,yes,0-6 months,Magicbricks / Real Estate Portal,27-Dec-2024,No,No,N,0,0.2389,Low,No,0
CUST_16299,47,Female,Finance / BFSI,Mumbai,331000,3972000,4,Living with Parents,"17,430,000",1800,periphery / growth corridor,35.9,Investment,Yes,0-6 months,Google & Social Media Ads,2025-05-21,No,No,No,No,0.2662,Low,0,0
CUST_20721,31,?,Business,Mumbai,"117,200",1406400,3,Rented,"4,660,000",1800 Sq Ft,Suburbs,22.9 km,Investment,Yes,6-12 months,Google & Social Media Ads,2025-05-12,No,No,No,?,0.2712,Low,No,0
CUST_16033,20,Female,Manufacturing & Engg,Hyderabad,28000,336000,2,Living with Parents,2000000,900,Suburbs,25.6,Self-use,Yes,0-6 months,Google & Social Media Ads,,No,0,No,No,0.0751,Low,No,0
CUST_21217,35,Male,IT & Software,Ahmedabad,139700,1676400,4,Owned Flat/House,5830000,1000,suburbs,21.8 km,Self-use,yes,6-12 months,Channel Partner / Broker,2025-06-27,yes,Yes,Yes,Yes,0.99,High,Yes,5630000
CUST_18078,41,Male,None,Mumbai,"₹277,100",3325200,4,Living with Parents,14860000,2400,Suburbs,17.3,Investment,Yes,6-12 months,Direct Walk-in / Exhibition,2025-03-29,1,Yes,Yes,0,0.7594,High,No,0
CUST_12590,41,Male,,Delhi,,1668000,3,Rented,49.2 Lakh,1000,city centre,nan,Self-use,Y,>3 years,Channel Partner / Broker,Invalid Date,1,0,N,No,0.0778,Low,Yes,4880000
CUST_12151,31,Male,Realtor,Gurugram,"105,900",1270800,4,Rented,3880000,1200,Periphery / Growth Corridor,,Self-use,No,1-3 years,Google & Social Media Ads,01-03-2025,No,yes,Yes,No,0.604,Medium,Yes,3710000
CUST_19605,25,Male,Manufacturing & Engg,Mumbai,1.27 Lakh/pm,1519200,1,Rented,"6,760,000",1000,periphery / growth corridor,29.8,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,08-08-2024,No,Y,No,1,0.9732,High,1,6590000
CUST_10917,29,Female,Software Engineer,Noida,86000,1032000,4,Living with Parents,"INR 3,170,000",1000 sq.ft,Within City Limits,N/A,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-11-05,Yes,Yes,yes,No,0.8311,High,Yes,3000000
CUST_13165,31,FEMALE,IT & Software,Mumbai,"₹62,800",753600,3,Owned Flat/House,2360000,900,null,34.4,Investment,Yes,6-12 months,Channel Partner / Broker,2024-01-05,Yes,No,No,no,0.1831,Low,No,0
CUST_20360,18,Male,IT & Software,Bangalore,"29,200",350400,1,Rented,2000000,600,Periphery / Growth Corridor,38.7 km,Self-use,Yes,1-3 years,Google & Social Media Ads,03-Oct-2024,No,Yes,No,No,0.1354,Low,No,0
CUST_20387,25,F,Govt,Chennai,41900,502800,1,Living with Parents,2020000,66 sq.yd,Suburbs,20.1,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,30/11/2024,No,N,No,No,0.2033,Low,No,0
CUST_15970,29,Male,Manufacturing & Engg,Pune,83800,1005600,3,Rented,4200000,1200,city centre,4.4,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-03-21,No,No,No,No,0.1759,Low,No,0
CUST_21834,36,Male,Retail & Commerce,Bengaluru,89600,1075200,4,Rented,43.0 Lakh,1200,Suburbs,17.9,Self-use,No,0-6 months,Channel Partner / Broker,01/01/2025,No,1,No,0,0.5966,Medium,no,0
CUST_11246,22,Male,Finance / BFSI,Chennai,32800,393600,1,Rented,"INR 2,000,000",600,Suburbs,23.4,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,15/04/2024,Yes,yes,Yes,Yes,0.9674,High,yes,1920000
CUST_15071,27,Male,IT & Software,mumbai,1.43 Lakh/pm,1719600,3,Living with Parents,7230000,1200,Periphery / Growth Corridor,37.6,Self-use,no,6-12 months,Google & Social Media Ads,2025-03-14,No,None,N,No,0.097,Low,No,0
CUST_10870,31,M,Education & Academic,Mumbai,"₹28,000",336000,4,Rented,"2,000,000",600,Suburbs,28.5,Self-use,Y,1-3 years,Magicbricks / Real Estate Portal,2024-02-13,No,No,No,No,0.0691,Low,No,0
CUST_10709,48,Male,it / software,Kolkata,"₹114,500",1374000,4,Owned Flat/House,4030000,1000 sq.ft,Suburbs,20.2,Investment,yes,1-3 years,Magicbricks / Real Estate Portal,2024-03-05,N,1,No,No,0.4224,Medium,yes,4000000
CUST_17661,41,Male,BFSI & Banking,Noida,0.96 Lakh/pm,1155600,4,Rented,5020000,1500,null,28.5,Investment,Yes,0-6 months,Channel Partner / Broker,2025-05-12,No,Yes,No,No,0.5318,Medium,Y,5010000
CUST_19860,34,Male,BFSI & Banking,Pune,308200,3698400,4,Living with Parents,1.53 Cr,1800 sq.ft,Any,28.7,Self-use,Yes,>3 years,Google & Social Media Ads,2025-03-11,No,Yes,No,0,0.0777,Low,0,0
CUST_18015,50,female,Banking,Ahmedabad,202800,2433600,3,Owned Flat/House,Not Disclosed,1500,Periphery / Growth Corridor,29.9,Investment,Yes,1-3 years,Google & Social Media Ads,15/07/2024,Yes,Yes,N,no,0.1931,Low,1,11510000
CUST_18477,27,Male,BFSI & Banking,Bombay,"103,700",1244400,2,Rented,4560000,1500 Sq Ft,null,47.3,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-01-18,N,Yes,1,Yes,0.99,High,Yes,4300000
CUST_14551,29,Male,Govt,Bengaluru,"32,800",393600,3,Living with Parents,2000000,900,Suburbs,17.9,Self-use,None,6-12 months,Magicbricks / Real Estate Portal,2025-03-19,N,yes,Y,No,0.6767,High,yes,1890000
CUST_15984,29,Male,IT Sector,New Delhi,79400,952800,2,Owned Flat/House,2830000,1000,Suburbs,25.4,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-04-21,No,No,No,No,0.2391,Low,yes,2760000
CUST_10467,27,F,IT,Pune,"91,700",1100400,4,Living with Parents,"4,430,000",1200 sq.ft,Within City Limits,8.4,Self-use,No,0-6 months,Magicbricks / Real Estate Portal,04-30-2025,no,Y,yes,N,0.8047,High,Yes,4200000
CUST_16057,33,male,Education & Academic,Noida,57600,691200,3,Rented,3150000,1200,Suburbs,19.9 km,Investment,no,0-6 months,Google & Social Media Ads,2024-04-29,Yes,No,No,No,0.2217,Low,N,0
CUST_16635,44,Male,Government & PSU,Delhi,72400,868800,4,Rented,2420000,600,Periphery / Growth Corridor,45.9 km,Self-use,Y,0-6 months,Print / Newspaper Ad,2024-03-27,No,Yes,Yes,No,0.9092,High,1,2310000
CUST_16463,34,Male,PSU Employee,Mumbai,"₹42,500",510000,3,Rented,24.0 Lakh,1000,Periphery / Growth Corridor,35.4,Self-use,yes,0-6 months,Print / Newspaper Ad,2024-12-30,Yes,Yes,No,0,0.6856,High,Yes,2380000
CUST_18328,33,M,Retail & Commerce,Chennai,56700,680400,4,Rented,"INR 2,690,000",600,suburbs,27.9,Self-use,Yes,1-3 years,Google & Social Media Ads,07-Mar-2025,No,No,No,No,0.1174,Low,No,0
