Scheme_ID,Location,Plot_Size_SqFt,Price_INR,Monthly_EMI_INR,Park,Clubhouse,Distance_from_Metro_km,Advertising_Budget_INR,Expected_Leads,Expected_Bookings,Estimated_Conversion_Pct,Demand_Level,Scheme_Success_Score,Target_Age_Group,Most_Likely_Buyers
SCH_0636,Chennai (OMR/Guduvanchery),1800,3060000,21200,No,Yes,4.0,1000000,1535,304,19.8,HIGH,94,25-38,First-time Buyers & Investors
SCH_0637,Delhi (Outer/Bawana),1500,3280000,22800,No,Yes,4.7,2000000,3118,588,18.9,HIGH,87,25-38,First-time Buyers & Investors
SCH_0638,Greater Noida,2400,7510000,52100,No,No,13.7,2000000,2438,395,16.2,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0639,Pune (Hinjewadi/Wakad),1800,6040000,41900,No,No,5.9,1000000,1504,330,21.9,HIGH,85,32-48,Self-use (Villa) + Investment
SCH_0640,Faridabad (Neharpar),2400,7840000,54400,No,No,14.1,350000,455,58,12.7,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0641,Chennai (OMR/Guduvanchery),1200,2750000,19100,No,Yes,10.4,750000,1192,153,12.8,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0642,Faridabad (Neharpar),1500,5100000,35400,Yes,No,22.6,1000000,957,169,17.7,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0643,Greater Noida,1800,5710000,39600,No,Yes,20.4,1500000,1619,270,16.7,HIGH,84,32-48,Self-use (Villa) + Investment
SCH_0644,Hyderabad (Tellapur/Kollur),1000,2880000,20000,Yes,No,8.8,1500000,2454,422,17.2,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0645,Pune (Hinjewadi/Wakad),1500,4030000,28000,Yes,No,17.8,500000,623,97,15.6,MEDIUM,52,32-48,Self-use (Villa) + Investment
SCH_0646,Chennai (OMR/Guduvanchery),1000,2210000,15300,Yes,No,3.9,500000,739,122,16.5,MEDIUM,61,25-38,First-time Buyers & Investors
SCH_0647,Chennai (OMR/Guduvanchery),2400,3880000,26900,Yes,No,12.5,2000000,3311,441,13.3,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0648,Pune (Wagholi/Kharadi),1500,6020000,41800,Yes,No,26.7,200000,248,31,12.5,LOW,37,32-48,Self-use (Villa) + Investment
SCH_0649,Hyderabad (Tellapur/Kollur),800,2890000,20100,No,No,23.4,200000,205,24,11.7,LOW,33,25-38,First-time Buyers & Investors
SCH_0650,Faridabad (Neharpar),1000,2330000,16200,No,No,27.9,350000,376,52,13.8,MEDIUM,50,25-38,First-time Buyers & Investors
SCH_0651,Gurugram (SPR/Sohna),1800,9720000,67500,No,No,9.6,500000,606,77,12.7,LOW,45,40-60,Affluent Investors & Luxury Homes
SCH_0652,Faridabad (Neharpar),800,2410000,16700,Yes,No,18.3,350000,368,50,13.6,LOW,41,25-38,First-time Buyers & Investors
SCH_0653,Greater Noida,3000,11800000,81900,No,No,9.9,350000,552,95,17.2,MEDIUM,53,40-60,Affluent Investors & Luxury Homes
SCH_0654,Ahmedabad (SG Highway),800,1880000,13100,Yes,No,19.7,1500000,1788,291,16.3,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0655,Pune (Wagholi/Kharadi),3000,7300000,50700,Yes,No,10.3,2000000,3150,456,14.5,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0656,Greater Noida,1200,4650000,32300,Yes,Yes,9.7,1000000,1992,318,16.0,HIGH,80,32-48,Self-use (Villa) + Investment
SCH_0657,Pune (Wagholi/Kharadi),3000,13560000,94200,Yes,No,10.8,350000,495,85,17.2,MEDIUM,54,40-60,Affluent Investors & Luxury Homes
SCH_0658,Greater Noida,1500,6060000,42100,No,Yes,15.8,500000,711,89,12.5,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0659,Pune (Hinjewadi/Wakad),3000,13080000,90800,No,No,3.0,350000,623,100,16.1,MEDIUM,59,40-60,Affluent Investors & Luxury Homes
SCH_0660,Pune (Hinjewadi/Wakad),1800,5680000,39400,No,No,24.9,1000000,1212,163,13.4,MEDIUM,59,32-48,Self-use (Villa) + Investment
SCH_0661,Ahmedabad (SG Highway),1000,2210000,15300,No,No,19.5,2000000,2055,224,10.9,MEDIUM,59,25-38,First-time Buyers & Investors
SCH_0662,Ahmedabad (SG Highway),1200,2660000,18500,Yes,Yes,2.4,350000,649,120,18.5,HIGH,77,25-38,First-time Buyers & Investors
SCH_0663,Greater Noida,1000,2480000,17200,Yes,No,23.6,1500000,1652,223,13.5,MEDIUM,68,25-38,First-time Buyers & Investors
SCH_0664,Ahmedabad (SG Highway),2400,6530000,45300,Yes,No,3.1,350000,685,140,20.4,MEDIUM,69,32-48,Self-use (Villa) + Investment
SCH_0665,Gurugram (SPR/Sohna),1500,8770000,60900,No,No,22.5,200000,258,15,5.8,LOW,20,40-60,Affluent Investors & Luxury Homes
SCH_0666,Pune (Hinjewadi/Wakad),1800,4150000,28800,No,Yes,26.9,200000,254,27,10.6,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0667,Bengaluru (East),1800,8050000,55900,Yes,No,26.6,1000000,1261,169,13.4,MEDIUM,63,40-60,Affluent Investors & Luxury Homes
SCH_0668,Hyderabad (Tellapur/Kollur),2400,5940000,41200,No,No,20.0,750000,895,112,12.5,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0669,Bengaluru (North),3000,11390000,79100,No,No,15.5,1000000,1134,117,10.3,LOW,48,40-60,Affluent Investors & Luxury Homes
SCH_0670,Pune (Wagholi/Kharadi),1200,4360000,30300,No,No,12.3,1500000,1925,263,13.7,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0671,Faridabad (Neharpar),1200,3310000,23000,Yes,No,10.8,750000,1137,178,15.7,MEDIUM,61,25-38,First-time Buyers & Investors
SCH_0672,Hyderabad (Tellapur/Kollur),800,3270000,22700,No,No,15.1,500000,480,46,9.6,LOW,32,25-38,First-time Buyers & Investors
SCH_0673,Bengaluru (East),1000,6020000,41800,No,No,14.9,1000000,1413,176,12.5,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0674,Bengaluru (North),800,2660000,18500,Yes,Yes,7.4,2000000,3401,672,19.8,HIGH,89,25-38,First-time Buyers & Investors
SCH_0675,Ahmedabad (SG Highway),1500,4020000,27900,Yes,No,22.4,350000,413,60,14.5,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0676,Faridabad (Neharpar),2400,6470000,44900,No,No,9.3,1500000,2437,308,12.6,MEDIUM,68,32-48,Self-use (Villa) + Investment
SCH_0677,Hyderabad (Tellapur/Kollur),800,3380000,23500,No,No,12.4,2000000,2122,394,18.6,HIGH,77,25-38,First-time Buyers & Investors
SCH_0678,Bengaluru (East),2400,12850000,89200,Yes,No,18.1,200000,201,22,10.9,LOW,30,40-60,Affluent Investors & Luxury Homes
SCH_0679,Greater Noida,1200,4320000,30000,Yes,No,27.2,2000000,2358,211,8.9,MEDIUM,55,32-48,Self-use (Villa) + Investment
SCH_0680,Kolkata (New Town/Rajarhat),800,1620000,11200,No,No,10.2,750000,1020,167,16.4,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0681,Greater Noida,1800,5830000,40500,No,No,4.7,350000,548,90,16.4,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0682,Bengaluru (East),1500,6760000,46900,Yes,No,22.0,500000,645,68,10.5,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0683,Ahmedabad (SG Highway),800,1450000,10100,No,No,9.8,1000000,1514,230,15.2,MEDIUM,71,25-38,First-time Buyers & Investors
SCH_0684,Pune (Hinjewadi/Wakad),1000,4770000,33100,No,No,13.0,2000000,2234,161,7.2,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0685,Delhi (Outer/Bawana),1200,2280000,15800,Yes,No,2.7,1000000,2214,319,14.4,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0686,Pune (Hinjewadi/Wakad),800,2470000,17200,No,No,13.8,500000,576,78,13.5,LOW,49,25-38,First-time Buyers & Investors
SCH_0687,Kolkata (New Town/Rajarhat),1000,1990000,13800,No,No,17.9,350000,457,65,14.2,MEDIUM,50,25-38,First-time Buyers & Investors
SCH_0688,Delhi (Outer/Bawana),800,1850000,12800,No,No,8.0,200000,287,40,13.9,LOW,36,25-38,First-time Buyers & Investors
SCH_0689,Faridabad (Neharpar),1800,3810000,26500,Yes,No,19.0,1500000,1576,171,10.9,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0690,Gurugram (SPR/Sohna),800,3330000,23100,No,No,14.8,1500000,1439,205,14.2,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0691,Pune (Wagholi/Kharadi),1500,6680000,46400,Yes,No,16.2,1500000,1474,254,17.2,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0692,Bengaluru (East),1800,7570000,52600,Yes,No,10.7,500000,668,94,14.1,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0693,Kolkata (New Town/Rajarhat),1200,3770000,26200,No,No,23.0,200000,218,23,10.6,LOW,30,32-48,Self-use (Villa) + Investment
SCH_0694,Pune (Hinjewadi/Wakad),1000,2590000,18000,No,No,3.6,750000,1213,163,13.4,MEDIUM,60,25-38,First-time Buyers & Investors
SCH_0695,Delhi (Outer/Bawana),1800,5860000,40700,No,Yes,12.6,500000,813,149,18.3,HIGH,78,32-48,Self-use (Villa) + Investment
SCH_0696,Pune (Wagholi/Kharadi),1500,5410000,37600,Yes,No,19.5,350000,404,49,12.1,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0697,Pune (Hinjewadi/Wakad),2400,9680000,67200,Yes,Yes,18.8,1000000,1546,291,18.8,HIGH,82,40-60,Affluent Investors & Luxury Homes
SCH_0698,Pune (Wagholi/Kharadi),800,2920000,20300,No,No,23.7,350000,389,41,10.5,LOW,35,25-38,First-time Buyers & Investors
SCH_0699,Pune (Wagholi/Kharadi),1500,7050000,49000,No,Yes,4.1,350000,516,90,17.4,MEDIUM,65,32-48,Self-use (Villa) + Investment
SCH_0700,Ahmedabad (SG Highway),1800,3790000,26300,Yes,No,7.4,200000,283,52,18.4,MEDIUM,52,32-48,Self-use (Villa) + Investment
SCH_0701,Faridabad (Neharpar),3000,7520000,52200,No,No,11.2,2000000,2580,357,13.8,MEDIUM,66,32-48,Self-use (Villa) + Investment
SCH_0702,Chennai (OMR/Guduvanchery),1000,1910000,13300,No,No,1.6,500000,982,122,12.4,LOW,47,25-38,First-time Buyers & Investors
SCH_0703,Bengaluru (East),2400,13000000,90300,Yes,No,24.4,750000,918,112,12.2,LOW,44,40-60,Affluent Investors & Luxury Homes
SCH_0704,Chennai (OMR/Guduvanchery),1000,2410000,16700,No,No,23.3,1500000,1399,136,9.7,LOW,49,25-38,First-time Buyers & Investors
SCH_0705,Ahmedabad (SG Highway),2400,6450000,44800,Yes,No,13.4,200000,380,69,18.2,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0706,Bengaluru (East),1800,8950000,62100,No,No,15.0,1500000,2095,180,8.6,MEDIUM,52,40-60,Affluent Investors & Luxury Homes
SCH_0707,Bengaluru (East),1200,5580000,38700,No,No,8.9,350000,472,54,11.4,LOW,37,32-48,Self-use (Villa) + Investment
SCH_0708,Ahmedabad (SG Highway),800,2330000,16200,No,No,18.5,200000,228,23,10.1,LOW,28,25-38,First-time Buyers & Investors
SCH_0709,Gurugram (SPR/Sohna),1000,5770000,40100,No,No,4.8,750000,1098,176,16.0,MEDIUM,65,32-48,Self-use (Villa) + Investment
SCH_0710,Greater Noida,1000,3380000,23500,No,No,24.9,200000,225,24,10.7,LOW,31,25-38,First-time Buyers & Investors
SCH_0711,Faridabad (Neharpar),2400,7980000,55400,No,No,4.5,200000,373,65,17.4,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0712,Delhi (Outer/Bawana),1200,2110000,14700,Yes,No,11.4,2000000,2517,364,14.5,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0713,Pune (Wagholi/Kharadi),1800,8040000,55800,No,Yes,6.0,1500000,2068,346,16.7,HIGH,83,40-60,Affluent Investors & Luxury Homes
SCH_0714,Pune (Hinjewadi/Wakad),1200,4920000,34200,No,Yes,4.4,350000,773,148,19.1,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0715,Greater Noida,1800,7540000,52400,No,No,15.8,200000,219,24,11.0,LOW,32,32-48,Self-use (Villa) + Investment
SCH_0716,Chennai (OMR/Guduvanchery),1000,2010000,14000,No,No,3.3,1000000,1241,250,20.1,HIGH,78,25-38,First-time Buyers & Investors
SCH_0717,Kolkata (New Town/Rajarhat),1200,3330000,23100,Yes,Yes,2.7,500000,870,196,22.5,HIGH,92,25-38,First-time Buyers & Investors
SCH_0718,Greater Noida,2400,8890000,61700,No,No,2.5,750000,1605,224,14.0,MEDIUM,71,40-60,Affluent Investors & Luxury Homes
SCH_0719,Bengaluru (North),2400,9930000,69000,Yes,No,21.3,500000,703,79,11.2,LOW,46,40-60,Affluent Investors & Luxury Homes
SCH_0720,Gurugram (SPR/Sohna),3000,12560000,87200,No,No,21.5,2000000,2032,238,11.7,MEDIUM,64,40-60,Affluent Investors & Luxury Homes
SCH_0721,Pune (Hinjewadi/Wakad),1500,3820000,26500,No,No,15.3,1500000,1502,195,13.0,MEDIUM,68,32-48,Self-use (Villa) + Investment
SCH_0722,Greater Noida,800,2950000,20500,No,Yes,14.2,1500000,2113,417,19.7,HIGH,85,25-38,First-time Buyers & Investors
SCH_0723,Faridabad (Neharpar),1200,2890000,20100,No,No,26.0,1000000,1061,146,13.8,MEDIUM,55,25-38,First-time Buyers & Investors
SCH_0724,Kolkata (New Town/Rajarhat),2400,6720000,46700,Yes,No,7.4,500000,995,131,13.2,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0725,Greater Noida,800,1810000,12600,Yes,No,6.8,1000000,2058,369,17.9,HIGH,80,25-38,First-time Buyers & Investors
SCH_0726,Hyderabad (Tellapur/Kollur),800,2450000,17000,Yes,No,6.6,500000,800,116,14.5,MEDIUM,54,25-38,First-time Buyers & Investors
SCH_0727,Gurugram (SPR/Sohna),1200,5030000,34900,Yes,No,10.3,1500000,2301,321,14.0,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0728,Greater Noida,3000,7970000,55300,No,No,14.0,750000,1087,118,10.9,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0729,Delhi (Outer/Bawana),1000,2510000,17400,No,No,26.1,200000,229,26,11.4,LOW,31,25-38,First-time Buyers & Investors
SCH_0730,Pune (Hinjewadi/Wakad),1800,7350000,51000,Yes,No,22.6,2000000,2099,248,11.8,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0731,Bengaluru (North),1200,7170000,49800,No,No,23.8,1000000,1064,95,8.9,LOW,38,32-48,Self-use (Villa) + Investment
SCH_0732,Bengaluru (North),1800,6450000,44800,No,No,20.2,500000,476,51,10.7,LOW,34,32-48,Self-use (Villa) + Investment
SCH_0733,Chennai (OMR/Guduvanchery),1000,2310000,16000,No,No,15.3,350000,324,48,14.8,LOW,45,25-38,First-time Buyers & Investors
SCH_0734,Greater Noida,3000,8180000,56800,Yes,No,25.5,350000,325,47,14.5,LOW,42,40-60,Affluent Investors & Luxury Homes
SCH_0735,Chennai (OMR/Guduvanchery),2400,7820000,54300,No,Yes,23.2,1000000,1280,184,14.4,HIGH,76,32-48,Self-use (Villa) + Investment
SCH_0736,Bengaluru (North),1000,5590000,38800,Yes,Yes,19.6,1000000,1496,143,9.6,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0737,Pune (Wagholi/Kharadi),1500,6770000,47000,No,No,18.3,350000,292,33,11.3,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0738,Bengaluru (East),1200,4940000,34300,No,No,8.5,350000,528,82,15.5,MEDIUM,52,32-48,Self-use (Villa) + Investment
SCH_0739,Greater Noida,1800,6580000,45700,No,No,5.0,1500000,2631,332,12.6,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0740,Ahmedabad (SG Highway),1000,1930000,13400,No,No,2.6,200000,309,51,16.5,LOW,46,25-38,First-time Buyers & Investors
SCH_0741,Delhi (Outer/Bawana),800,1440000,10000,No,No,20.1,1000000,987,127,12.9,MEDIUM,50,25-38,First-time Buyers & Investors
SCH_0742,Faridabad (Neharpar),2400,5870000,40800,No,No,20.3,1500000,1715,277,16.2,MEDIUM,70,32-48,Self-use (Villa) + Investment
SCH_0743,Gurugram (SPR/Sohna),3000,17170000,119200,Yes,No,25.8,750000,595,61,10.3,LOW,40,40-60,Affluent Investors & Luxury Homes
SCH_0744,Pune (Hinjewadi/Wakad),2400,9300000,64600,No,Yes,5.1,1000000,1677,225,13.4,HIGH,78,40-60,Affluent Investors & Luxury Homes
SCH_0745,Pune (Wagholi/Kharadi),1500,4020000,27900,No,No,13.3,200000,182,24,13.2,LOW,45,32-48,Self-use (Villa) + Investment
SCH_0746,Gurugram (SPR/Sohna),1200,5740000,39900,No,No,17.4,350000,324,37,11.4,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0747,Hyderabad (Tellapur/Kollur),3000,12170000,84500,Yes,No,15.5,750000,1044,138,13.2,MEDIUM,57,40-60,Affluent Investors & Luxury Homes
SCH_0748,Bengaluru (East),1800,7210000,50100,No,No,6.8,1500000,2337,342,14.6,MEDIUM,68,32-48,Self-use (Villa) + Investment
SCH_0749,Hyderabad (Tellapur/Kollur),1800,7640000,53100,Yes,Yes,21.0,1500000,1985,289,14.6,HIGH,80,32-48,Self-use (Villa) + Investment
SCH_0750,Chennai (OMR/Guduvanchery),800,2180000,15100,Yes,No,5.9,750000,1039,195,18.8,HIGH,77,25-38,First-time Buyers & Investors
SCH_0751,Gurugram (SPR/Sohna),2400,14130000,98100,No,No,18.5,200000,105,12,11.4,LOW,29,40-60,Affluent Investors & Luxury Homes
SCH_0752,Bengaluru (North),1800,11130000,77300,Yes,No,18.9,750000,839,79,9.4,LOW,42,40-60,Affluent Investors & Luxury Homes
SCH_0753,Hyderabad (Tellapur/Kollur),1800,6660000,46200,No,No,25.8,750000,748,140,18.7,MEDIUM,70,32-48,Self-use (Villa) + Investment
SCH_0754,Pune (Wagholi/Kharadi),800,2970000,20600,No,No,24.0,200000,194,21,10.8,LOW,31,25-38,First-time Buyers & Investors
SCH_0755,Kolkata (New Town/Rajarhat),800,1280000,8900,No,No,8.8,200000,268,41,15.3,LOW,45,25-38,First-time Buyers & Investors
SCH_0756,Faridabad (Neharpar),1800,4230000,29400,No,No,15.8,1500000,1455,152,10.4,MEDIUM,52,32-48,Self-use (Villa) + Investment
SCH_0757,Bengaluru (North),1000,5030000,34900,No,No,5.3,2000000,3367,499,14.8,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0758,Bengaluru (North),800,2750000,19100,No,No,27.3,350000,180,22,12.2,LOW,35,25-38,First-time Buyers & Investors
SCH_0759,Delhi (Outer/Bawana),3000,7170000,49800,No,No,13.4,750000,948,123,13.0,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0760,Chennai (OMR/Guduvanchery),1500,3410000,23700,Yes,No,23.9,350000,461,51,11.1,LOW,37,25-38,First-time Buyers & Investors
SCH_0761,Pune (Hinjewadi/Wakad),1500,6910000,48000,Yes,No,16.4,1500000,1724,164,9.5,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0762,Ahmedabad (SG Highway),1500,5140000,35700,No,Yes,15.2,1000000,1115,177,15.9,HIGH,79,32-48,Self-use (Villa) + Investment
SCH_0763,Chennai (OMR/Guduvanchery),2400,7220000,50100,No,No,17.6,500000,565,69,12.2,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0764,Greater Noida,1500,5070000,35200,No,No,10.1,500000,843,134,15.9,MEDIUM,63,32-48,Self-use (Villa) + Investment
SCH_0765,Pune (Hinjewadi/Wakad),1200,3160000,21900,No,No,16.3,200000,277,35,12.6,LOW,38,25-38,First-time Buyers & Investors
SCH_0766,Ahmedabad (SG Highway),1000,2690000,18700,No,No,17.9,500000,559,61,10.9,LOW,35,25-38,First-time Buyers & Investors
SCH_0767,Bengaluru (North),1800,6220000,43200,No,No,8.6,500000,551,66,12.0,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0768,Gurugram (SPR/Sohna),1800,6800000,47200,Yes,No,11.1,350000,459,64,13.9,LOW,43,32-48,Self-use (Villa) + Investment
SCH_0769,Faridabad (Neharpar),1000,2520000,17500,No,No,10.4,200000,263,38,14.4,LOW,41,25-38,First-time Buyers & Investors
SCH_0770,Ahmedabad (SG Highway),3000,5680000,39400,No,No,7.6,750000,1189,186,15.6,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0771,Bengaluru (North),1000,5110000,35500,No,No,21.4,200000,102,7,6.9,LOW,20,32-48,Self-use (Villa) + Investment
SCH_0772,Chennai (OMR/Guduvanchery),1500,3760000,26100,Yes,No,13.9,350000,451,81,18.0,MEDIUM,55,32-48,Self-use (Villa) + Investment
SCH_0773,Hyderabad (Tellapur/Kollur),800,2360000,16400,No,No,9.7,1000000,1492,134,9.0,LOW,48,25-38,First-time Buyers & Investors
SCH_0774,Greater Noida,800,3670000,25500,No,No,18.7,500000,428,47,11.0,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0775,Pune (Hinjewadi/Wakad),3000,7370000,51200,No,Yes,20.9,1000000,1335,136,10.2,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0776,Kolkata (New Town/Rajarhat),1200,3470000,24100,No,Yes,19.2,2000000,1851,333,18.0,HIGH,90,25-38,First-time Buyers & Investors
SCH_0777,Hyderabad (Tellapur/Kollur),800,2850000,19800,No,No,8.0,200000,234,29,12.4,LOW,38,25-38,First-time Buyers & Investors
SCH_0778,Gurugram (SPR/Sohna),800,5040000,35000,Yes,No,18.3,1500000,2070,252,12.2,MEDIUM,66,32-48,Self-use (Villa) + Investment
SCH_0779,Gurugram (SPR/Sohna),3000,15590000,108300,Yes,No,19.8,500000,543,97,17.9,MEDIUM,59,40-60,Affluent Investors & Luxury Homes
SCH_0780,Delhi (Outer/Bawana),800,2250000,15600,No,No,12.6,1500000,2119,295,13.9,MEDIUM,63,25-38,First-time Buyers & Investors
SCH_0781,Pune (Wagholi/Kharadi),1200,3150000,21900,Yes,No,27.9,500000,650,77,11.8,LOW,41,25-38,First-time Buyers & Investors
SCH_0782,Pune (Hinjewadi/Wakad),1000,3350000,23300,Yes,No,6.0,750000,1065,148,13.9,MEDIUM,62,25-38,First-time Buyers & Investors
SCH_0783,Kolkata (New Town/Rajarhat),3000,7260000,50400,Yes,No,20.4,200000,176,22,12.5,LOW,34,32-48,Self-use (Villa) + Investment
SCH_0784,Gurugram (SPR/Sohna),1800,10080000,70000,No,No,5.2,1500000,1823,256,14.0,MEDIUM,66,40-60,Affluent Investors & Luxury Homes
SCH_0785,Greater Noida,2400,7720000,53600,No,No,16.6,1000000,1187,121,10.2,LOW,43,32-48,Self-use (Villa) + Investment
SCH_0786,Chennai (OMR/Guduvanchery),1500,3640000,25300,No,No,22.2,1000000,844,82,9.7,LOW,42,32-48,Self-use (Villa) + Investment
SCH_0787,Hyderabad (Tellapur/Kollur),2400,10380000,72100,No,No,11.9,1500000,2395,346,14.4,MEDIUM,72,40-60,Affluent Investors & Luxury Homes
SCH_0788,Delhi (Outer/Bawana),800,1840000,12800,No,No,23.7,2000000,2233,267,12.0,MEDIUM,64,25-38,First-time Buyers & Investors
SCH_0789,Delhi (Outer/Bawana),1000,1940000,13500,No,No,9.2,750000,1254,157,12.5,MEDIUM,50,25-38,First-time Buyers & Investors
SCH_0790,Delhi (Outer/Bawana),2400,5480000,38100,No,No,5.0,350000,428,75,17.5,MEDIUM,56,32-48,Self-use (Villa) + Investment
SCH_0791,Ahmedabad (SG Highway),1000,2530000,17600,No,No,27.1,200000,190,26,13.7,LOW,38,25-38,First-time Buyers & Investors
SCH_0792,Greater Noida,1200,5100000,35400,Yes,No,26.4,2000000,2621,300,11.4,MEDIUM,62,32-48,Self-use (Villa) + Investment
SCH_0793,Bengaluru (North),2400,12270000,85200,No,Yes,14.3,200000,293,51,17.4,MEDIUM,59,40-60,Affluent Investors & Luxury Homes
SCH_0794,Ahmedabad (SG Highway),800,1650000,11500,Yes,No,2.5,500000,1063,201,18.9,HIGH,80,25-38,First-time Buyers & Investors
SCH_0795,Gurugram (SPR/Sohna),1500,7830000,54400,No,Yes,4.3,1000000,2049,240,11.7,MEDIUM,72,32-48,Self-use (Villa) + Investment
SCH_0796,Bengaluru (East),800,4680000,32500,No,Yes,9.8,2000000,2721,359,13.2,HIGH,76,32-48,Self-use (Villa) + Investment
SCH_0797,Greater Noida,1800,4770000,33100,No,No,5.7,500000,778,137,17.6,MEDIUM,65,32-48,Self-use (Villa) + Investment
SCH_0798,Chennai (OMR/Guduvanchery),1000,3360000,23300,Yes,No,18.1,750000,998,145,14.5,MEDIUM,56,25-38,First-time Buyers & Investors
SCH_0799,Greater Noida,1500,3610000,25100,Yes,No,17.1,500000,620,79,12.7,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0800,Chennai (OMR/Guduvanchery),2400,4420000,30700,No,No,7.6,350000,504,50,9.9,LOW,36,32-48,Self-use (Villa) + Investment
SCH_0801,Greater Noida,1800,4800000,33300,Yes,No,22.2,500000,550,59,10.7,LOW,34,32-48,Self-use (Villa) + Investment
SCH_0802,Kolkata (New Town/Rajarhat),1000,1960000,13600,No,No,17.8,2000000,2403,192,8.0,MEDIUM,60,25-38,First-time Buyers & Investors
SCH_0803,Kolkata (New Town/Rajarhat),1800,3630000,25200,No,No,8.6,350000,381,59,15.5,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0804,Bengaluru (North),2400,14360000,99700,No,Yes,19.2,200000,204,20,9.8,LOW,38,40-60,Affluent Investors & Luxury Homes
SCH_0805,Pune (Wagholi/Kharadi),1200,3290000,22800,No,Yes,26.0,350000,339,37,10.9,LOW,46,25-38,First-time Buyers & Investors
SCH_0806,Greater Noida,1500,5310000,36900,Yes,No,17.1,500000,568,70,12.3,LOW,39,32-48,Self-use (Villa) + Investment
SCH_0807,Faridabad (Neharpar),2400,7940000,55100,Yes,Yes,7.6,750000,1549,279,18.0,HIGH,93,32-48,Self-use (Villa) + Investment
SCH_0808,Hyderabad (Tellapur/Kollur),1000,2390000,16600,Yes,No,5.1,1000000,1753,279,15.9,MEDIUM,71,25-38,First-time Buyers & Investors
SCH_0809,Hyderabad (Tellapur/Kollur),1200,3070000,21300,No,No,6.6,350000,416,63,15.1,LOW,43,25-38,First-time Buyers & Investors
SCH_0810,Ahmedabad (SG Highway),800,1710000,11900,No,No,5.8,500000,712,112,15.7,MEDIUM,58,25-38,First-time Buyers & Investors
SCH_0811,Pune (Hinjewadi/Wakad),1800,4690000,32600,No,No,25.5,1000000,1226,135,11.0,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0812,Bengaluru (East),800,3650000,25300,Yes,No,23.6,500000,454,55,12.1,LOW,37,32-48,Self-use (Villa) + Investment
SCH_0813,Hyderabad (Tellapur/Kollur),2400,10730000,74500,No,No,25.1,1000000,1203,178,14.8,MEDIUM,62,40-60,Affluent Investors & Luxury Homes
SCH_0814,Ahmedabad (SG Highway),800,1920000,13300,No,No,14.7,750000,848,122,14.4,MEDIUM,55,25-38,First-time Buyers & Investors
SCH_0815,Chennai (OMR/Guduvanchery),3000,9350000,64900,No,Yes,3.4,2000000,2944,592,20.1,HIGH,90,40-60,Affluent Investors & Luxury Homes
SCH_0816,Faridabad (Neharpar),1500,5110000,35500,No,Yes,1.6,1500000,2748,425,15.5,HIGH,79,32-48,Self-use (Villa) + Investment
